Identifier,Message Body
body-454,"<div>The White House called a travel/photo lid at 3:30 pm on a beautiful 85F degree day. Enjoy the sunshine everybody.<div><div><br></div><div><br><div><div><div><table><tbody><tr><td><img height=""49"" src=""external_files/external_img14.png""><br></td><td><p><b>Francesca Chambers</b></p><p>White House Correspondent</p><p>E ▊▊▊▊▊▊▊▊▊▊</p><b>Tw </b><a href=""https://twitter.com/fran_chambers"" target=""_blank"">@fran_chambers</a><br><div><br></div><div><a href=""https://www.facebook.com/McClatchyCo/"" target=""_blank""><img alt=""McClatchy Facebook"" height=""20"" src=""https://lh6.googleusercontent.com/ay3RhAz1tq46_qFRV7ITnFOpsDC-aWaq7kcV7S8weOVXGC-anZQsJNMx3k9UX3jp_-RsByKuUzMBccOEjkwFpx3E7b6MuXQvWKK1V03QjRVggGtlJX_kwkQHZgN6pzghRd3VaCA""></a> <a href=""https://twitter.com/mcclatchy?lang=en"" target=""_blank""><img alt=""McClatchy Twitter"" height=""20"" src=""https://lh4.googleusercontent.com/ME0BAasmxfXZ-TRGCRTaWl2fOILy__eqVVMyjjm9714hxYnqt4tcKi173zDVb5le5UmsYQD7sb72cbucACwbTLQENk1nbjTz0atALFEQmkMsEA2wTj8BfcC-v_NTkc9alWjcuEY""></a> <a href=""https://www.linkedin.com/company/the-mcclatchy-company/"" target=""_blank""><img alt=""McClatchy LinkedIn"" height=""20"" src=""https://lh3.googleusercontent.com/f2KBI5c9621OrFXzYCfj_kUIpSMW0Z8zu4Jx2hogagLDqovHm-wKI71U0XpNxaSskiPoedxzXarRjRXTzIttg6Xyu3td_6zVILkZ-jzOvtLfW_xjRzSO8GLkv_VEgQcYFyOibuk""></a></div></td></tr></tbody></table></div></div></div></div></div></div>"
body-008,"<div><div>POTUS ended his speech at 2:27 p.m.</div><div><br></div><div>He took a couple questions saying he was willing to negotiate. He said he would try to work with Republicans. Said he's working on a bipartisan level on semiconductors. ""I'm prepared to work. I really am"" he said.</div><div><br></div><div>He said he'd be talking about guns soon. He said he was not concerned about the situation in Jordan.</div><br><div><br></div><div>---------------<br></div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><div><b>Alex Leary</b></div><div>The Wall Street Journal</div><div>Washington Bureau<br></div><div>Cell: ▊▊▊▊▊▊▊▊▊▊<br></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div></div>"
body-498,<div><div><div><div>From White House press:</div><div><br></div><div>﻿ Upon arrival at Delaware Air National Guard Base the President was greeted by Col. David Rice Vice Wing Commander of the 166th Airlift Wing Delaware Air National Guard<br></div><div><br></div>-- <br><div><div><div><div><div><div><div>Linda Feldmann <div>Washington Bureau Chief</div><div>The Christian Science Monitor</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>Twitter: @linda_feldmann</div><div><br></div><div>.......</div><div>The information contained in this electronic message and any attachments to this message is intended for the exclusive use of the addressee(s) and may contain confidential or privileged information. This email is not intended to and shall not constitute an electronic signature giving rise to a binding legal contract unless expressly stated otherwise in the body of the email by the sender.<br></div></div></div></div></div></div></div></div></div> </div> </div>-- <br><div><div><div><div><div><div><div>Linda Feldmann <div>Washington Bureau Chief</div><div>The Christian Science Monitor</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>Twitter: @linda_feldmann</div><div><br></div><div>.......</div><div>The information contained in this electronic message and any attachments to this message is intended for the exclusive use of the addressee(s) and may contain confidential or privileged information. This email is not intended to and shall not constitute an electronic signature giving rise to a binding legal contract unless expressly stated otherwise in the body of the email by the sender.<br></div></div></div></div></div></div></div></div>
body-453,<div>Pool was collected from the stakeout just after 3:40pm and we’re currently waiting in the South Auditorium ahead of Vice President Kamala Harris’ virtual round table with Guatemalan community leaders scheduled for 4:00pm. <div><br></div><div>Passing along some background from WH:</div><div><br></div><div><i>The Vice President will participate in a virtual roundtable with representatives from Guatemalan community based organizations. This convening will be hosted by the U.S. Embassy in Guatemala City and will underscore the importance of placing the Guatemalan people at the center of solutions to root causes of migration.</i><br></div><div><i><br></i></div><div>We'll be in the room for VP's opening remarks/brief gaggle. Will send along color and remarks as soon as possible.</div> </div>
body-037,"<p> Pool was led into the Immanuel Chapel where people were receiving vaccines three at a time at three long tables set up on the right side of the room. People were seated and socially distanced in chairs surrounding the center altar (pics attached). <br> <br> POTUS has not been led into the chapel yet. Some background on who will greet him per WH:<br> <br> Upon arrival POTUS will greet with the following:<br> <br> </p><ul> <li> Dr. Basim Khan<a> Executive Director of Neighborhood Health</a></li><li> Dean Ian Markham Dean of Virginia Theological Seminary</li><li> Dr. Marty Burnett Acting Associate Dean of Chapel at Virginia Theological Seminary and Associate Professor of Church Music and Director of Chapel Music</li><li> Reverend Craig Harcum Macedonia Baptist Church</li><li> Reverend Dr. Howard-John Wesley Alfred Street Baptist Church</li><li> Lolita Youmans Administrator at Alfred Street Baptist Church</li></ul> <br> <br> <img alt=""Image.jpeg"" src=""attachments/Image.jpeg""><img alt=""Image.jpeg"" src=""attachments/Image.jpeg""> <br> <a name=""_MailAutoSig"">Courtney Subramanian</a><br> White House correspondent<br> USA TODAY<br> ▊▊▊▊▊▊▊▊▊▊<br> @cmsub<br> <br> <br> <br>"
body-205,"<p> We have a lunch lid until 2:45 p.m. – enjoy! <br> <br> <b>Nikki Schwab</b><br> Senior U.S. Political Reporter<br> Washington D.C.<br>  <img alt=""Description: Description: Description: Description: pastedGraphic.pdf"" height=""42"" src=""attachments/image001.png""><br> <b>MailOnline </b><b>| London | New York | Hollywood | Washington</b> <br><br>T: ▊▊▊▊▊▊▊▊▊▊<br> E: ▊▊▊▊▊▊▊▊▊▊<br> <br> <br>  <b>Disclaimer</b><br> This e-mail and any attached files are intended for the named addressee only. It contains information which may be confidential and legally privileged and also protected by copyright. Unless you are the named addressee (or authorised to receive for the addressee) you may not copy or use it or disclose it to anyone else. If you received it in error please notify the sender immediately and then delete it from your system. Associated Newspapers Ltd. Registered Office: Northcliffe House 2 Derry St Kensington London W8 5TT. Registered No 84121 England.<br> </p>"
body-001,"<p>Attorney General Merrick Garland has also joined POTUS and VPOTUS for the event. As of now he’s standing silently behind the two in the Rose Garden.-- </p><div>Chris Johnson<div><b>Washington Blade</b><br><div>White House Reporter</div></div><div><i>Follow me on Twitter: </i></div><div><a href=""https://twitter.com/chrisjohnson82"" target=""_blank"">https://twitter.com/chrisjohnson82</a></div></div><br>"
body-233,"<div> <div> <div>Arrived at 11:11 at Guilford Technical Community College. We are in the pre-program remarks section. Room picture is attached. We’re surrounded by machinery. Picture attached because I don’t know machinery. </div> <div><br> </div> <div>There are about 30 people in seats. Working to find out who is in the chairs. The event is being live-streamed on the White House YouTube channel.</div> <div><br> </div> <div>On background from OVP:</div> <div>Harris’ “first extended econ speech at the Center for Advanced Manufacturing at Guilford Technical Community College. The purpose of the speech is to focus on what President Biden and Vice President Harris have accomplished in the first 90 days why the AJP is critical to creating an economy that works for all Americans and lay out a vision for how the AJP invests in creating <i><u>good jobs</u></i> – <i>good jobs</i> are jobs empowering workers paying a good wage and offering the chance to do meaningful and purposeful work rebuilding our economy.” </div> <div><br> </div> <div><br> </div> <div><img alt=""Image.jpeg"" src=""attachments/Image.jpeg""><img alt=""Image.jpeg"" src=""attachments/Image.jpeg""><br> </div> <div> <div>-- <div> <p> Eugene Daniels | White House Reporter &amp; Playbook co-Author | <b>POLITICO </b>▊▊▊▊▊▊▊▊▊▊ | <a href=""http://twitter.com/EugeneDaniels2"">@EugeneDaniels2</a></p> <br> </div> </div> </div> </div> </div>"
body-465,<div> <div> Vice-president Kamala Harris was sitting at the top of the table in the Ceremonial Office when the pool entered at 4.02 pm. President Alejandro Giammattei appeared by video-link via a tv situated beside the table. </div> <div> <br> </div> <div> VP Harris - “I value the partnership between our countries and our people.” </div> <div> Said that when they last spoke by phone they discussed “expanding opportunities in Guatemala and throughout the region.” Noted that the people of Guatemala have suffered from hurricanes drought and covid-19. <br> </div> <div> These are the “acute factors” causing people to leave their home.</div> <div> Also notes poverty lack of economic opportunities- also corruption violence against women LBGTQ people and Afro-descendants. </div> <div> “We want to work with you to address both the acute causes and the root causes.” </div> <div> “The Western hemisphere is our collective home... we have the responsibility to engage.” </div> <div> She said the US plans to increase relief to the region and to “manage migration in an effective humane and secure manner.” </div> <div> As well as bilaterally the US is working with institutions across the globe private sector and community organizations. </div> <div> The VP said success “will require everyone’s participation... political will and hard work... but I am confident that we can make progress and create a sense of hope for the future.”</div> <div> “I look forward to traveling to Guatemala and meeting you in person. Currently our plan is to come there in the month of June.” </div> <div> <br> </div> <div> President Giammattei thanked Ms Harris for hosting the meeting. </div> <div> (Difficult to hear translator but key points below..) </div> <div> Said he agreed with her on “creating hope.” </div> <div> Aim was for people to find opportunities at home and not have the need to go to the US. </div> <div> Guatemalan government shares “the common goal- to eradicate not only poverty but the causes of so many evils that affect us.” </div> <div> <br> </div> <div> “I’m so happy to be able to speak to you and look forward to you coming in June” - says before June need to build a “roadmap.”</div> <div> <br> </div> <div> Pool exited room at 4.12 pm</div> <div> <br> </div> <div> <p> Suzanne Lynch<br>Washington Correspondent<br>The Irish Times<br>▊▊▊▊▊▊▊▊▊▊<br>Twitter: @suzannelynch1</p> <br> </div> <br> <br> </div>
body-491,<div><div><div>Potus exited the church at 4:56 pm with a woman we believe is his sister Valerie. Will try to confirm. At one point as POTUS was visiting with others outside the church door he gave the woman a brotherly hug. </div><div><br></div><div>We are rolling at 5:00</div><div><br></div></div></div><div><div><div><div>-- <br><div><div><div><div><div><div><div>Linda Feldmann <div>Washington Bureau Chief</div><div>The Christian Science Monitor</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>Twitter: @linda_feldmann</div><div><br></div><div>.......</div><div>The information contained in this electronic message and any attachments to this message is intended for the exclusive use of the addressee(s) and may contain confidential or privileged information. This email is not intended to and shall not constitute an electronic signature giving rise to a binding legal contract unless expressly stated otherwise in the body of the email by the sender.<br></div></div></div></div></div></div></div></div></div> </div> </div> </div>-- <br><div><div><div><div><div><div><div>Linda Feldmann <div>Washington Bureau Chief</div><div>The Christian Science Monitor</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>Twitter: @linda_feldmann</div><div><br></div><div>.......</div><div>The information contained in this electronic message and any attachments to this message is intended for the exclusive use of the addressee(s) and may contain confidential or privileged information. This email is not intended to and shall not constitute an electronic signature giving rise to a binding legal contract unless expressly stated otherwise in the body of the email by the sender.<br></div></div></div></div></div></div></div></div>
